Unnamed: 0;iteration;screening_sensitivity;screening_specificity;screening_cost;provider_cost;eGFR_cost;ultrasound_cost;ACE cost;diabetic_prevalence_30_39;diabetic_prevalence_40_49;diabetic_prevalence_50_59;diabetic_prevalence_60_69;diabetic_prevalence_70_79;DM_prev_30_39;DM_prev_40_49;DM_prev_50_59;DM_prev_60_69;DM_prev_70;DM_NDM_HR;dapa cost;disutility_medication_decrement;disutility_medication_cost;adverse_event_prop;UTI_event_prop;UTI_event_cost;disutility_UTI_decrement;DKA_event_prop;DKA_event_cost;disutility_DKA_decrement;compliance;SGLT2_discontinue;Stage3a mortality;Stage3b mortality;Stage4 mortality;Stage5 mortality;Stage2_QALY;Stage3a_QALY;Stage3b_QALY;Stage4_QALY;KF_PRE_KRT_QALY;KF_ON_KRT_QALY;Stage3a_overall_cost;Stage3b_overall_cost;Stage4_overall_cost;Stage5_overall_cost;Stage3a_DM_overall_cost;Stage3b_DM_overall_cost;Stage4_DM_overall_cost;Stage3a_NDM_cost;Stage3b_NDM_cost;Stage4_NDM_cost;Stage5_NDM_cost;Stage3a_DM_cost;Stage3b_DM_cost;Stage4_DM_cost;Stage5_DM_cost;baseline_costs;male_prop;diabetic ACM HR;diabetic kidney HR;non diabetic ACM HR;non diabetic kidney HR;TREATMENT ADHERENCE;DM_disutility
33;33;0.861611313;0.871232329;54.30351314;237.6305819;20.60248403;447.1554511;30.36088665;0.145833333;0.176470588;0.63030303;0.40797546;0.442446043;0.040550071;0.075295805;0.134076204;0.20748413;0.235943429;1.468943753;411.9052915;0.010630727;3717.659732;8.77226E-08;0.012060615;135.068531;0.005729046;0.000299815;34140.50999;0.01838857;0.007427242;0.017459464;1.180587191;1.820205884;3.124902867;5.86159893;0.772972167;0.675791871;0.675791871;0.612394995;0.612394995;0.586791858;169.3653408;518.858584;1232.244762;7620.078803;130.9260209;272.7645231;612.5926514;36.96170873;111.304671;523.1067585;5311.158844;526.4470111;946.827098;2127.544225;8314.585696;0.921768562;0.498826935;0.753306252;0.689101224;0.534164471;0.702399502;0.6093964;0.03996975
34;34;0.878460564;0.883219895;51.15910807;206.2208199;21.15145878;425.8140972;38.29468534;0.125;0.25;0.496969697;0.401840491;0.417266187;0.034203103;0.079598422;0.125808771;0.215168727;0.228699552;1.038446353;442.1241852;0.003384527;5093.30618;6.57842E-08;0.011753824;163.5290656;0.000584239;0.000564617;23324.87607;0.009081417;0.006791495;0.011032985;1.189169201;1.744762812;3.079172123;5.518184538;0.908016909;0.828995911;0.828995911;0.699329683;0.699329683;0.574989904;107.2662285;327.2274882;1255.968765;6739.524255;97.64587929;290.2993873;565.9699361;31.45707175;130.0535379;466.6361601;6049.112138;370.9327056;578.4439255;1831.015874;8629.211355;1.185126541;0.500054744;0.80063687;0.599820366;0.483629993;0.556094895;0.845127952;0.05823807
35;35;0.876668883;0.896160131;48.21305212;205.2614021;25.54515242;430.3862879;31.71452967;0.125;0.323529412;0.587878788;0.411042945;0.478417266;0.037023977;0.083183937;0.14162473;0.207150017;0.23180407;1.679587839;439.2870122;0.015643883;3672.664887;6.71556E-08;0.006642749;163.0977018;0.000950718;0.00023461;35923.25507;0.009579365;0.0042984;0.013063677;1.240456876;1.808778159;3.041494887;6.089790926;0.835146245;0.81003358;0.81003358;0.767988056;0.767988056;0.506246343;138.9919913;370.3320981;941.3692687;6328.683731;116.4029021;305.1631604;806.0530234;36.54977275;110.2472505;542.0493034;5156.140803;451.5830173;900.8827292;2108.609725;8427.587883;1.070848153;0.484580278;0.661959678;0.5290808;0.603024095;0.449591625;0.880224011;0.029909157
36;36;0.84774394;0.874210721;47.20906173;263.5312086;29.16927494;362.4974304;43.04403761;0.0625;0.25;0.557575758;0.392638037;0.43705036;0.037729196;0.081749731;0.129043853;0.209154694;0.229734391;1.180064729;545.8605219;0.005423606;4480.044526;1.63104E-05;0.005428503;123.6134853;0.001438461;0.000621155;25364.90733;0.009619489;0.00351155;0.0155664;1.248656893;1.802636399;3.220327108;6.025052044;0.822878642;0.772500704;0.772500704;0.715675584;0.715675584;0.546396746;145.1717182;420.024415;1457.927888;9389.762727;99.46248146;302.5917641;605.9027637;29.95322808;123.452178;525.7795381;6543.248995;468.2911094;764.6854237;2082.197511;8025.659166;1.027518025;0.484973775;0.841058443;0.526222791;0.398658731;0.44609873;0.819198542;0.040104285
37;37;0.879410729;0.889717074;61.15479345;232.9346079;27.80705704;410.8641458;29.94023222;0.104166667;0.205882353;0.539393939;0.365030675;0.451438849;0.039844852;0.079956974;0.127606039;0.204143;0.240427734;1.477051289;451.9075047;0.010471034;3927.62298;8.05768E-08;0.016439134;165.3718303;0.001943944;0.000397335;30808.41743;0.01184958;0.003474511;0.022908464;1.232728349;1.742611277;3.155413512;5.886974926;0.815236655;0.771872164;0.771872164;0.720191322;0.720191322;0.622256804;126.8633958;398.0917951;1175.506677;9001.481174;134.348404;274.9643459;699.8300164;33.07887974;120.7808913;601.1304815;7744.117791;475.4473779;833.5500111;2233.354158;8055.697246;0.933341325;0.506419139;0.732142251;0.660200349;0.490284731;0.650701983;0.614641988;0.029747437
38;38;0.880391538;0.893782699;52.5466044;244.9564013;19.37511938;412.8561721;33.37089229;0.104166667;0.147058824;0.6;0.450920245;0.399280576;0.032440056;0.077805665;0.14054637;0.199799532;0.228699552;1.582539138;443.5820029;0.012179343;4163.017885;0.000250275;0.012254665;121.3510341;0.001432389;0.00038402;34677.9188;0.010855481;0.003710637;0.012992346;1.213304621;1.789099076;3.219182486;5.750054402;0.889807107;0.853152626;0.853152626;0.778538223;0.778538223;0.574376421;108.6470292;383.5983797;1158.778647;8280.146274;121.1723625;245.9617524;608.3830341;37.78526903;107.8550004;578.8655276;5107.871634;408.9015389;892.599288;2525.58759;8173.154378;0.911083655;0.48943043;0.760406152;0.597078955;0.476253646;0.550760042;0.747613967;0.029725625
39;39;0.840696809;0.866366781;63.14095729;222.8313445;25.32662599;506.1164082;36.72715937;0.145833333;0.308823529;0.563636364;0.411042945;0.422661871;0.041255289;0.089996414;0.138030194;0.217507518;0.233183857;1.368353811;337.2195123;0.011587987;3874.326596;8.54855E-08;0.007099313;140.314864;0.00374566;0.000494961;31880.32965;0.007270755;0.002173255;0.010379756;1.21781613;1.891409503;3.182168532;5.742273003;0.864095127;0.790755273;0.790755273;0.696032399;0.696032399;0.547103773;181.2236509;357.941553;1078.768096;6554.598432;121.4330334;321.3303191;566.8061592;43.27125544;124.3538852;494.9740607;8316.856321;516.7073242;927.1662742;2096.016659;8445.076021;1.044619151;0.50611065;0.759657102;0.532810204;0.493488308;0.456455167;0.597746958;0.076166101
40;40;0.898575106;0.888643221;55.95775175;185.6699496;28.51111924;421.3124512;37.07422037;0.1875;0.235294118;0.521212121;0.377300613;0.435251799;0.038434415;0.078881319;0.141265277;0.198463081;0.235598482;1.316097802;440.8235707;0.019673235;4992.49485;5.68903E-16;0.008729335;116.9617916;0.001315734;0.000453716;36234.10505;0.012143296;0.005295509;0.013270313;1.183570213;1.79822265;3.242024796;6.018776792;0.642581566;0.604024969;0.604024969;0.629948135;0.629948135;0.694456636;105.8130721;355.9727056;1008.845961;9342.54715;127.2620941;228.7338858;686.5227714;38.14379248;116.0086529;543.156961;5470.641409;390.9561382;1008.251186;1287.738966;7102.691125;0.909508807;0.517060965;0.757208975;0.621586911;0.618160803;0.588727965;0.740213081;0.024415631
41;41;0.899412031;0.899800019;44.44273883;166.6546146;25.32412599;439.1352825;40.52085985;0.0625;0.411764706;0.581818182;0.420245399;0.413669065;0.036671368;0.073144496;0.132997843;0.218175743;0.242497413;1.50132483;405.1151147;0.007327245;3602.571366;4.35953E-21;0.005170773;157.9862952;0.00069719;0.00045831;30155.16026;0.010219128;0.003309705;0.011163409;1.160692464;1.819473307;3.304510869;5.991401731;0.839680353;0.809692801;0.809692801;0.76457008;0.76457008;0.704777932;143.3443648;332.8682058;1184.025777;6791.988361;134.4911408;277.2626563;808.8344371;27.92566276;117.1600778;436.8921731;7417.618105;590.7135698;957.5931954;1992.610927;6492.238721;1.18399804;0.518891182;0.614049451;0.631196689;0.486781067;0.603650544;0.683925242;0.066720384
42;42;0.850205661;0.892886276;51.63899049;209.5384443;25.96731544;389.9617038;35.27213265;0.145833333;0.25;0.490909091;0.383435583;0.460431655;0.031029619;0.083183937;0.134795111;0.212161711;0.25767506;1.549336328;496.7004946;0.006586887;4274.88206;9.39902E-08;0.00820611;172.3173636;0.003947576;0.000295611;36230.59293;0.012403262;0.003678712;0.012858393;1.185647355;1.80671845;3.17965253;6.078290826;0.85105075;0.826068322;0.826068322;0.774725283;0.774725283;0.649617886;133.5178962;326.5716411;1076.969339;8431.543909;106.5035364;288.6640043;632.1199637;37.75267602;110.031093;485.1518458;7068.094941;574.6567077;804.7915314;1970.992259;9265.12006;1.074766459;0.489607461;0.726629824;0.516069763;0.678017828;0.429974782;0.608696035;0.033653366
43;43;0.858613725;0.884568447;50.09778379;196.7960175;20.85701185;470.1379211;29.12175994;0.0625;0.338235294;0.557575758;0.401840491;0.420863309;0.039139633;0.078164217;0.142343638;0.205145339;0.23283891;1.471300674;481.9909805;0.017231101;4322.116972;0.00053476;0.006099892;144.3387643;0.002072867;0.000492435;40685.94881;0.010991449;0.012043623;0.009218087;1.268031758;1.78431555;3.254116266;6.190714377;0.798103623;0.74533498;0.74533498;0.696276337;0.696276337;0.537882686;125.5077023;411.7780655;1156.607058;6352.824536;103.0773534;220.0427531;719.777634;28.32325155;128.491712;443.7094864;5132.216711;537.4046113;1021.708713;1777.956004;7726.849853;1.106000485;0.485946262;0.721493448;0.723847598;0.413374481;0.760672006;0.820815293;0.052082436
44;44;0.873607676;0.875722608;47.55076867;220.7288971;24.32088621;439.580895;37.28174267;0.041666667;0.338235294;0.533333333;0.392638037;0.435251799;0.038081805;0.079239871;0.131919482;0.200133645;0.223180407;1.708950589;442.4451037;0.009074707;2831.667687;3.31684E-06;0.011356936;162.371356;0.001465454;0.000412272;37777.56738;0.010092321;0.004562696;0.01354987;1.171765237;1.721673003;3.314706119;5.734385076;0.878829737;0.800164188;0.800164188;0.693003347;0.693003347;0.597276386;153.9032717;448.8980833;1241.694502;8626.6884;107.6308495;258.802187;637.5853076;32.01464714;105.4458653;591.6162983;6042.184285;468.0784329;807.3497126;1829.506231;8979.905441;0.958782488;0.50457324;1.000853547;0.619236072;0.62683471;0.587347549;0.675352395;0.051120753
45;45;0.886389636;0.897567174;63.63763783;259.4989075;25.35926811;497.3061043;30.9829183;0.083333333;0.294117647;0.539393939;0.389570552;0.473021583;0.040550071;0.084618143;0.134076204;0.212829937;0.236978268;1.469949912;467.3918455;0.008695921;3645.051518;0.00123961;0.003813277;133.5780385;0.001144658;0.000724125;32671.52898;0.011233444;0.003520788;0.014445683;1.175442238;1.786045442;3.128607521;6.015605144;0.847787271;0.810424655;0.810424655;0.755531358;0.755531358;0.591670826;137.9981501;393.6512415;959.7346582;7767.199668;111.3311842;254.211072;622.5580907;36.79531819;95.74748394;592.8069595;6138.893761;495.8232889;863.9599779;2315.242458;7393.484935;0.976123998;0.48298378;0.813487647;0.582526124;0.47057737;0.528618842;0.570520319;0.022520235
46;46;0.876115195;0.888167579;59.23414379;220.246825;22.97437502;469.1546971;37.40890866;0.166666667;0.338235294;0.56969697;0.438650307;0.478417266;0.040197461;0.083183937;0.133716751;0.196792516;0.237668161;1.322785677;292.5731512;0.005498938;3133.056631;2.56847E-09;0.003713803;133.29913;0.000516289;0.000544223;33734.84793;0.012560094;0.005486013;0.016650584;1.113088625;1.834077562;3.04908875;6.109015193;0.883871637;0.810212621;0.810212621;0.707149238;0.707149238;0.57712078;111.0169645;438.6656988;1224.520477;7146.059323;119.3559927;284.0299433;520.6900572;24.27235764;64.62288946;430.8305172;6198.774606;532.6243323;916.5491139;2205.826953;9246.364487;0.826692817;0.511615779;0.725634877;0.470754455;0.496531721;0.371910334;0.525176327;0.016971483
47;47;0.850022214;0.837791181;45.59902867;221.6951079;23.22419322;391.1891152;37.8979383;0.0625;0.294117647;0.557575758;0.417177914;0.474820144;0.033850494;0.080315525;0.126168224;0.206147678;0.219730942;1.783605581;477.3813419;0.022810449;4190.79397;1.36582E-08;0.005656496;153.2851663;0.00086353;0.000890176;21558.664;0.007976051;0.003955111;0.010230451;1.153713507;1.802627425;3.363755487;5.972060684;0.781179516;0.733178251;0.733178251;0.696311385;0.696311385;0.643496301;125.9625265;377.1402645;1426.569946;6635.135416;100.5898158;287.2269682;772.9821593;34.10393069;107.0190437;482.2330218;6211.073456;411.4102977;925.8623159;2032.638325;8188.567566;0.978723713;0.480225559;0.741305869;0.579238671;0.351739231;0.526765944;0.741585368;0.035303814
48;48;0.841343405;0.880541272;47.55918445;231.5008629;29.56095013;536.8922416;30.05044816;0.104166667;0.205882353;0.521212121;0.352760736;0.462230216;0.037729196;0.066332019;0.130122214;0.201135984;0.22490514;1.789666905;419.4852349;0.009615234;4376.057279;1.07966E-21;0.007191401;150.368789;0.002004005;0.000974085;29380.36459;0.01223279;0.00337807;0.011001134;1.216339548;1.767752615;3.208897491;5.535220183;0.907051899;0.895575102;0.895575102;0.835225825;0.835225825;0.627420249;117.3622989;395.4551529;1086.654328;5840.211648;95.58936486;237.2205737;643.6433922;33.80179457;110.6118276;516.9984896;6383.129923;553.3718257;1134.891931;2013.19175;7454.255189;1.2317232;0.515885426;0.651936908;0.554559578;0.644041397;0.486684093;0.681172227;0.031713938
49;49;0.843976136;0.880618918;47.06434958;206.333093;21.82392204;346.5111693;48.34041582;0.125;0.308823529;0.521212121;0.411042945;0.451438849;0.035260931;0.078164217;0.14054637;0.222185099;0.222145567;1.412194795;523.8086244;0.021315211;3512.082684;2.69408E-05;0.006880246;131.8434033;0.000966596;0.000908425;35263.14187;0.011820533;0.008930862;0.012911232;1.179271983;1.763416281;3.128679886;5.922572703;0.930664073;0.914246195;0.914246195;0.839764891;0.839764891;0.564664943;154.6184406;372.2643651;1247.021617;7170.778114;128.540372;303.9141528;641.4676568;36.99852159;142.0216157;543.2897706;6423.786944;436.5025754;661.1875415;1787.484821;8542.741075;1.091360995;0.481865314;0.812502503;0.566763834;1.023057531;0.505842486;0.301999644;0.046451482
50;50;0.869911434;0.857125275;53.28985972;238.862081;24.51950689;473.318245;41.75580582;0.0625;0.338235294;0.533333333;0.515337423;0.449640288;0.039492243;0.070276085;0.131919482;0.208152355;0.23283891;1.593799575;426.8785953;0.015606622;4322.557843;8.83911E-07;0.014850233;145.6298215;0.002398783;0.000420015;24763.77979;0.008163836;0.008080553;0.013832255;1.136482617;1.766983891;3.234072436;5.921741893;0.799087774;0.781989133;0.781989133;0.758695091;0.758695091;0.613674417;140.5916576;420.1319938;1117.178317;8161.866689;109.7695877;293.2343178;759.9492347;35.27721923;142.7988169;465.8729183;8191.498315;566.2281718;796.2909453;1466.700633;8632.716958;1.159866208;0.488242422;0.638986406;0.525424743;0.412716593;0.44601822;0.739194035;0.095563927
51;51;0.870989131;0.874719459;64.88954106;196.1330067;26.52888317;465.2946772;26.56139855;0.125;0.338235294;0.593939394;0.432515337;0.471223022;0.036671368;0.075295805;0.142343638;0.214834614;0.230769231;1.628672241;398.8809074;0.00718329;3631.063305;0.003427734;0.006503908;132.7042869;0.002400019;0.000518705;35458.02018;0.007850488;0.00268661;0.01226459;1.246006692;1.747226832;3.302687831;5.796883553;0.912021427;0.905920081;0.905920081;0.847573681;0.847573681;0.651963199;178.9009466;450.0460982;1175.0811;5970.186275;124.4875607;341.3482926;537.8118669;41.10758254;131.2340178;509.6499498;6725.138733;502.6094;801.8490863;2045.489127;8921.898312;1.114945495;0.480811055;0.742819926;0.52794746;0.563873503;0.44925927;0.602292227;0.060214212
52;52;0.860214343;0.87104588;51.22614507;130.6528489;27.72212615;487.8388715;36.94128322;0.125;0.308823529;0.56969697;0.392638037;0.447841727;0.043723554;0.078881319;0.139468009;0.204143;0.242152466;1.642903283;344.9109471;0.009410631;3799.641666;9.86889E-12;0.008664556;151.7640415;0.000437094;0.000382695;37545.81273;0.010543681;0.004734285;0.014559267;1.206116729;1.761629079;3.228214129;5.957863728;0.856320518;0.843086565;0.843086565;0.798003864;0.798003864;0.56089003;152.5330599;317.2434905;1405.869041;6737.323944;99.59137615;312.8076182;674.9250353;30.01624489;111.536478;504.2216005;7018.580446;465.6133633;714.1367881;1407.396454;8070.409161;0.880150276;0.515310159;0.65674753;0.726242407;0.437744867;0.766862241;0.752505392;0.042285346
53;53;0.906601585;0.884232877;53.86171146;203.5639987;28.83784881;407.415671;32.69691755;0.104166667;0.264705882;0.515151515;0.411042945;0.415467626;0.034203103;0.077088562;0.143781452;0.210825259;0.223180407;1.639839667;370.1193917;0.011983242;4532.881007;0.00143396;0.006274274;150.5460877;0.001136474;0.00034714;37454.3843;0.010975551;0.00409447;0.013298417;1.176735461;1.849210218;3.321035734;5.605624908;0.929529341;0.895930442;0.895930442;0.801411901;0.801411901;0.63546866;134.3768353;365.3994512;1190.730096;7376.730244;105.81472;248.7332619;669.566749;40.58892384;118.5385463;594.4072088;7534.693887;485.7649674;849.4564288;2055.124711;8524.614682;1.079131099;0.515509011;0.762867542;0.528553571;0.317867886;0.448625883;0.937568174;0.022950709
54;54;0.881355424;0.887857477;44.71178948;199.5541517;20.94446798;365.4621801;29.09896123;0.1875;0.279411765;0.551515152;0.395705521;0.429856115;0.043018336;0.075654356;0.139108555;0.197794855;0.231459124;1.68161205;402.0130491;0.008909686;4045.58552;4.07683E-06;0.009143084;159.4818083;0.002713445;0.00050927;34392.19858;0.006770576;0.00927807;0.010738499;1.208119612;1.797056729;3.202305335;6.320041197;0.8968881;0.886237426;0.886237426;0.830188738;0.830188738;0.621397614;145.109547;434.8435701;1299.533158;6213.772641;100.9390121;291.3665561;638.1459971;31.85538363;97.45070666;563.4958443;6832.312729;366.5050719;1033.012336;1874.126691;9693.59448;0.980117718;0.488350619;0.869044403;0.52050104;0.498387522;0.438201296;0.487514815;0.075544153
55;55;0.901836942;0.899013511;41.64147057;203.4615956;24.17441673;458.8199061;30.91874847;0.083333333;0.25;0.6;0.36809816;0.460431655;0.039139633;0.078522768;0.147735442;0.199799532;0.226284926;1.767891293;335.5607781;0.013157874;4655.748018;5.24554E-13;0.007257966;155.3729895;0.006295357;0.001045043;23460.57408;0.013234258;0.004269447;0.009583386;1.244372237;1.79023367;3.145041711;5.936060286;0.913916487;0.848195678;0.848195678;0.727130207;0.727130207;0.676598326;160.8343893;329.2383613;1379.622393;8336.168706;106.5812617;328.8975723;620.9222166;34.76328482;116.0297231;653.7914115;5714.965455;449.1853941;1057.230318;2074.954208;9374.059559;0.931404532;0.510475098;0.726762193;0.581171076;0.425173432;0.527201307;0.888772671;0.058838473
56;56;0.876374341;0.899037531;64.39597559;236.3271982;18.86458877;463.0425051;36.35522763;0.104166667;0.323529412;0.533333333;0.426380368;0.426258993;0.043018336;0.077805665;0.146297628;0.219846308;0.226974819;1.640248125;385.6855418;0.003594227;2997.537185;1.19661E-05;0.009984133;184.9280284;0.001125211;0.000264352;30946.74757;0.004603295;0.009956613;0.018682621;1.253347635;1.7218456;3.070375915;6.504127002;0.959016353;0.923470047;0.923470047;0.813079327;0.813079327;0.570306659;119.493046;301.7923125;1256.735294;8109.827116;107.2318644;250.6460139;592.9277485;39.24951388;117.3139719;531.2221056;5729.062018;546.6608313;811.1924074;1922.384062;8161.449751;0.969140964;0.518902153;0.809068409;0.54426024;0.64625893;0.472460066;0.779006911;0.052382742
57;57;0.87182029;0.894826566;57.90534581;210.8239282;24.92472622;375.3184064;38.42646434;0.104166667;0.25;0.581818182;0.441717791;0.435251799;0.040197461;0.089279312;0.14054637;0.202472436;0.239047948;1.661125261;419.6468866;0.00564619;4086.376016;2.63672E-10;0.006657057;135.3609868;0.00566711;0.001085071;38084.63188;0.009495637;0.003090512;0.015953262;1.167446659;1.804419511;3.123318888;5.72349064;0.834187856;0.783781002;0.783781002;0.725838988;0.725838988;0.622618368;151.8007343;443.2207085;815.3995601;6925.970142;101.8718833;328.685614;646.9919324;25.37124928;112.4489351;417.9702424;7614.437325;496.7001357;784.8351047;1725.569525;8381.266861;1.178247541;0.51290736;0.759506907;0.568546562;0.644315535;0.50632581;0.82935667;0.050141454
58;58;0.844362299;0.860019256;52.88010167;258.6907793;23.76527763;393.866382;43.0967408;0.145833333;0.279411765;0.606060606;0.383435583;0.426258993;0.044076164;0.068483327;0.138030194;0.205145339;0.251121076;1.624208203;334.3312019;0.008276978;4838.942494;0.000212627;0.011971618;144.3682913;0.000887732;0.000310694;32430.91874;0.006002073;0.005574911;0.008764231;1.233849554;1.788340515;3.184422024;6.676966029;0.773132738;0.733111891;0.733111891;0.704475837;0.704475837;0.641166797;166.9720303;460.2955053;1095.117569;8674.896545;118.135394;242.4545127;630.8799673;35.0434062;92.09071926;521.5957474;7236.415784;512.9759449;719.0552037;2036.786831;10894.7025;0.996025049;0.513543035;0.720843648;0.6474869;0.373971218;0.631305678;0.804302349;0.046774633
